StudentID,Name,Grade,Semester,Subject
S1000,최수아,1,1,국어
S1000,최수아,1,1,수학
S1000,최수아,1,1,영어
S1000,최수아,1,1,과학
S1000,최수아,1,1,사회
S1000,최수아,1,2,국어
S1000,최수아,1,2,수학
S1000,최수아,1,2,영어
S1000,최수아,1,2,과학
S1000,최수아,1,2,사회
S1000,최수아,1,3,국어
S1000,최수아,1,3,수학
S1000,최수아,1,3,영어
S1000,최수아,1,3,과학
S1000,최수아,1,3,사회
S1000,최수아,1,4,국어
S1000,최수아,1,4,수학
S1000,최수아,1,4,영어
S1000,최수아,1,4,과학
S1000,최수아,1,4,사회
S1000,최수아,2,1,국어
S1000,최수아,2,1,수학
S1000,최수아,2,1,영어
S1000,최수아,2,1,과학
S1000,최수아,2,1,사회
S1000,최수아,2,2,국어
S1000,최수아,2,2,수학
S1000,최수아,2,2,영어
S1000,최수아,2,2,과학
S1000,최수아,2,2,사회
S1000,최수아,2,3,국어
S1000,최수아,2,3,수학
S1000,최수아,2,3,영어
S1000,최수아,2,3,과학
S1000,최수아,2,3,사회
S1000,최수아,2,4,국어
S1000,최수아,2,4,수학
S1000,최수아,2,4,영어
S1000,최수아,2,4,과학
S1000,최수아,2,4,사회
S1000,최수아,3,1,국어
S1000,최수아,3,1,수학
S1000,최수아,3,1,영어
S1000,최수아,3,1,과학
S1000,최수아,3,1,사회
S1000,최수아,3,2,국어
S1000,최수아,3,2,수학
S1000,최수아,3,2,영어
S1000,최수아,3,2,과학
S1000,최수아,3,2,사회
S1000,최수아,3,3,국어
S1000,최수아,3,3,수학
S1000,최수아,3,3,영어
S1000,최수아,3,3,과학
S1000,최수아,3,3,사회
S1000,최수아,3,4,국어
S1000,최수아,3,4,수학
S1000,최수아,3,4,영어
S1000,최수아,3,4,과학
S1000,최수아,3,4,사회
S1000,최수아,4,1,국어
S1000,최수아,4,1,수학
S1000,최수아,4,1,영어
S1000,최수아,4,1,과학
S1000,최수아,4,1,사회
S1000,최수아,4,2,국어
S1000,최수아,4,2,수학
S1000,최수아,4,2,영어
S1000,최수아,4,2,과학
S1000,최수아,4,2,사회
S1000,최수아,4,3,국어
S1000,최수아,4,3,수학
S1000,최수아,4,3,영어
S1000,최수아,4,3,과학
S1000,최수아,4,3,사회
S1000,최수아,4,4,국어
S1000,최수아,4,4,수학
S1000,최수아,4,4,영어
S1000,최수아,4,4,과학
S1000,최수아,4,4,사회
S1000,최수아,5,1,국어
S1000,최수아,5,1,수학
S1000,최수아,5,1,영어
S1000,최수아,5,1,과학
S1000,최수아,5,1,사회
S1000,최수아,5,2,국어
S1000,최수아,5,2,수학
S1000,최수아,5,2,영어
S1000,최수아,5,2,과학
S1000,최수아,5,2,사회
S1000,최수아,5,3,국어
S1000,최수아,5,3,수학
S1000,최수아,5,3,영어
S1000,최수아,5,3,과학
S1000,최수아,5,3,사회
S1000,최수아,5,4,국어
S1000,최수아,5,4,수학
S1000,최수아,5,4,영어
S1000,최수아,5,4,과학
S1000,최수아,5,4,사회
S1000,최수아,6,1,국어
S1000,최수아,6,1,수학
S1000,최수아,6,1,영어
S1000,최수아,6,1,과학
S1000,최수아,6,1,사회
S1000,최수아,6,2,국어
S1000,최수아,6,2,수학
S1000,최수아,6,2,영어
S1000,최수아,6,2,과학
S1000,최수아,6,2,사회
S1000,최수아,6,3,국어
S1000,최수아,6,3,수학
S1000,최수아,6,3,영어
S1000,최수아,6,3,과학
S1000,최수아,6,3,사회
S1000,최수아,6,4,국어
S1000,최수아,6,4,수학
S1000,최수아,6,4,영어
S1000,최수아,6,4,과학
S1000,최수아,6,4,사회
S1001,장재혁,1,1,국어
S1001,장재혁,1,1,수학
S1001,장재혁,1,1,영어
S1001,장재혁,1,1,과학
S1001,장재혁,1,1,사회
S1001,장재혁,1,2,국어
S1001,장재혁,1,2,수학
S1001,장재혁,1,2,영어
S1001,장재혁,1,2,과학
S1001,장재혁,1,2,사회
S1001,장재혁,1,3,국어
S1001,장재혁,1,3,수학
S1001,장재혁,1,3,영어
S1001,장재혁,1,3,과학
S1001,장재혁,1,3,사회
S1001,장재혁,1,4,국어
S1001,장재혁,1,4,수학
S1001,장재혁,1,4,영어
S1001,장재혁,1,4,과학
S1001,장재혁,1,4,사회
S1001,장재혁,2,1,국어
S1001,장재혁,2,1,수학
S1001,장재혁,2,1,영어
S1001,장재혁,2,1,과학
S1001,장재혁,2,1,사회
S1001,장재혁,2,2,국어
S1001,장재혁,2,2,수학
S1001,장재혁,2,2,영어
S1001,장재혁,2,2,과학
S1001,장재혁,2,2,사회
S1001,장재혁,2,3,국어
S1001,장재혁,2,3,수학
S1001,장재혁,2,3,영어
S1001,장재혁,2,3,과학
S1001,장재혁,2,3,사회
S1001,장재혁,2,4,국어
S1001,장재혁,2,4,수학
S1001,장재혁,2,4,영어
S1001,장재혁,2,4,과학
S1001,장재혁,2,4,사회
S1001,장재혁,3,1,국어
S1001,장재혁,3,1,수학
S1001,장재혁,3,1,영어
S1001,장재혁,3,1,과학
S1001,장재혁,3,1,사회
S1001,장재혁,3,2,국어
S1001,장재혁,3,2,수학
S1001,장재혁,3,2,영어
S1001,장재혁,3,2,과학
S1001,장재혁,3,2,사회
S1001,장재혁,3,3,국어
S1001,장재혁,3,3,수학
S1001,장재혁,3,3,영어
S1001,장재혁,3,3,과학
S1001,장재혁,3,3,사회
S1001,장재혁,3,4,국어
S1001,장재혁,3,4,수학
S1001,장재혁,3,4,영어
S1001,장재혁,3,4,과학
S1001,장재혁,3,4,사회
S1001,장재혁,4,1,국어
S1001,장재혁,4,1,수학
S1001,장재혁,4,1,영어
S1001,장재혁,4,1,과학
S1001,장재혁,4,1,사회
S1001,장재혁,4,2,국어
S1001,장재혁,4,2,수학
S1001,장재혁,4,2,영어
S1001,장재혁,4,2,과학
S1001,장재혁,4,2,사회
S1001,장재혁,4,3,국어
S1001,장재혁,4,3,수학
S1001,장재혁,4,3,영어
S1001,장재혁,4,3,과학
S1001,장재혁,4,3,사회
S1001,장재혁,4,4,국어
S1001,장재혁,4,4,수학
S1001,장재혁,4,4,영어
S1001,장재혁,4,4,과학
S1001,장재혁,4,4,사회
S1001,장재혁,5,1,국어
S1001,장재혁,5,1,수학
S1001,장재혁,5,1,영어
S1001,장재혁,5,1,과학
S1001,장재혁,5,1,사회
S1001,장재혁,5,2,국어
S1001,장재혁,5,2,수학
S1001,장재혁,5,2,영어
S1001,장재혁,5,2,과학
S1001,장재혁,5,2,사회
S1001,장재혁,5,3,국어
S1001,장재혁,5,3,수학
S1001,장재혁,5,3,영어
S1001,장재혁,5,3,과학
S1001,장재혁,5,3,사회
S1001,장재혁,5,4,국어
S1001,장재혁,5,4,수학
S1001,장재혁,5,4,영어
S1001,장재혁,5,4,과학
S1001,장재혁,5,4,사회
S1001,장재혁,6,1,국어
S1001,장재혁,6,1,수학
S1001,장재혁,6,1,영어
S1001,장재혁,6,1,과학
S1001,장재혁,6,1,사회
S1001,장재혁,6,2,국어
S1001,장재혁,6,2,수학
S1001,장재혁,6,2,영어
S1001,장재혁,6,2,과학
S1001,장재혁,6,2,사회
S1001,장재혁,6,3,국어
S1001,장재혁,6,3,수학
S1001,장재혁,6,3,영어
S1001,장재혁,6,3,과학
S1001,장재혁,6,3,사회
S1001,장재혁,6,4,국어
S1001,장재혁,6,4,수학
S1001,장재혁,6,4,영어
S1001,장재혁,6,4,과학
S1001,장재혁,6,4,사회
S1002,장지헌,1,1,국어
S1002,장지헌,1,1,수학
S1002,장지헌,1,1,영어
S1002,장지헌,1,1,과학
S1002,장지헌,1,1,사회
S1002,장지헌,1,2,국어
S1002,장지헌,1,2,수학
S1002,장지헌,1,2,영어
S1002,장지헌,1,2,과학
S1002,장지헌,1,2,사회
S1002,장지헌,1,3,국어
S1002,장지헌,1,3,수학
S1002,장지헌,1,3,영어
S1002,장지헌,1,3,과학
S1002,장지헌,1,3,사회
S1002,장지헌,1,4,국어
S1002,장지헌,1,4,수학
S1002,장지헌,1,4,영어
S1002,장지헌,1,4,과학
S1002,장지헌,1,4,사회
S1002,장지헌,2,1,국어
S1002,장지헌,2,1,수학
S1002,장지헌,2,1,영어
S1002,장지헌,2,1,과학
S1002,장지헌,2,1,사회
S1002,장지헌,2,2,국어
S1002,장지헌,2,2,수학
S1002,장지헌,2,2,영어
S1002,장지헌,2,2,과학
S1002,장지헌,2,2,사회
S1002,장지헌,2,3,국어
S1002,장지헌,2,3,수학
S1002,장지헌,2,3,영어
S1002,장지헌,2,3,과학
S1002,장지헌,2,3,사회
S1002,장지헌,2,4,국어
S1002,장지헌,2,4,수학
S1002,장지헌,2,4,영어
S1002,장지헌,2,4,과학
S1002,장지헌,2,4,사회
S1002,장지헌,3,1,국어
S1002,장지헌,3,1,수학
S1002,장지헌,3,1,영어
S1002,장지헌,3,1,과학
S1002,장지헌,3,1,사회
S1002,장지헌,3,2,국어
S1002,장지헌,3,2,수학
S1002,장지헌,3,2,영어
S1002,장지헌,3,2,과학
S1002,장지헌,3,2,사회
S1002,장지헌,3,3,국어
S1002,장지헌,3,3,수학
S1002,장지헌,3,3,영어
S1002,장지헌,3,3,과학
S1002,장지헌,3,3,사회
S1002,장지헌,3,4,국어
S1002,장지헌,3,4,수학
S1002,장지헌,3,4,영어
S1002,장지헌,3,4,과학
S1002,장지헌,3,4,사회
S1002,장지헌,4,1,국어
S1002,장지헌,4,1,수학
S1002,장지헌,4,1,영어
S1002,장지헌,4,1,과학
S1002,장지헌,4,1,사회
S1002,장지헌,4,2,국어
S1002,장지헌,4,2,수학
S1002,장지헌,4,2,영어
S1002,장지헌,4,2,과학
S1002,장지헌,4,2,사회
S1002,장지헌,4,3,국어
S1002,장지헌,4,3,수학
S1002,장지헌,4,3,영어
S1002,장지헌,4,3,과학
S1002,장지헌,4,3,사회
S1002,장지헌,4,4,국어
S1002,장지헌,4,4,수학
S1002,장지헌,4,4,영어
S1002,장지헌,4,4,과학
S1002,장지헌,4,4,사회
S1002,장지헌,5,1,국어
S1002,장지헌,5,1,수학
S1002,장지헌,5,1,영어
S1002,장지헌,5,1,과학
S1002,장지헌,5,1,사회
S1002,장지헌,5,2,국어
S1002,장지헌,5,2,수학
S1002,장지헌,5,2,영어
S1002,장지헌,5,2,과학
S1002,장지헌,5,2,사회
S1002,장지헌,5,3,국어
S1002,장지헌,5,3,수학
S1002,장지헌,5,3,영어
S1002,장지헌,5,3,과학
S1002,장지헌,5,3,사회
S1002,장지헌,5,4,국어
S1002,장지헌,5,4,수학
S1002,장지헌,5,4,영어
S1002,장지헌,5,4,과학
S1002,장지헌,5,4,사회
S1002,장지헌,6,1,국어
S1002,장지헌,6,1,수학
S1002,장지헌,6,1,영어
S1002,장지헌,6,1,과학
S1002,장지헌,6,1,사회
S1002,장지헌,6,2,국어
S1002,장지헌,6,2,수학
S1002,장지헌,6,2,영어
S1002,장지헌,6,2,과학
S1002,장지헌,6,2,사회
S1002,장지헌,6,3,국어
S1002,장지헌,6,3,수학
S1002,장지헌,6,3,영어
S1002,장지헌,6,3,과학
S1002,장지헌,6,3,사회
S1002,장지헌,6,4,국어
S1002,장지헌,6,4,수학
S1002,장지헌,6,4,영어
S1002,장지헌,6,4,과학
S1002,장지헌,6,4,사회
S1003,김나연,1,1,국어
S1003,김나연,1,1,수학
S1003,김나연,1,1,영어
S1003,김나연,1,1,과학
S1003,김나연,1,1,사회
S1003,김나연,1,2,국어
S1003,김나연,1,2,수학
S1003,김나연,1,2,영어
S1003,김나연,1,2,과학
S1003,김나연,1,2,사회
S1003,김나연,1,3,국어
S1003,김나연,1,3,수학
S1003,김나연,1,3,영어
S1003,김나연,1,3,과학
S1003,김나연,1,3,사회
S1003,김나연,1,4,국어
S1003,김나연,1,4,수학
S1003,김나연,1,4,영어
S1003,김나연,1,4,과학
S1003,김나연,1,4,사회
S1003,김나연,2,1,국어
S1003,김나연,2,1,수학
S1003,김나연,2,1,영어
S1003,김나연,2,1,과학
S1003,김나연,2,1,사회
S1003,김나연,2,2,국어
S1003,김나연,2,2,수학
S1003,김나연,2,2,영어
S1003,김나연,2,2,과학
S1003,김나연,2,2,사회
S1003,김나연,2,3,국어
S1003,김나연,2,3,수학
S1003,김나연,2,3,영어
S1003,김나연,2,3,과학
S1003,김나연,2,3,사회
S1003,김나연,2,4,국어
S1003,김나연,2,4,수학
S1003,김나연,2,4,영어
S1003,김나연,2,4,과학
S1003,김나연,2,4,사회
S1003,김나연,3,1,국어
S1003,김나연,3,1,수학
S1003,김나연,3,1,영어
S1003,김나연,3,1,과학
S1003,김나연,3,1,사회
S1003,김나연,3,2,국어
S1003,김나연,3,2,수학
S1003,김나연,3,2,영어
S1003,김나연,3,2,과학
S1003,김나연,3,2,사회
S1003,김나연,3,3,국어
S1003,김나연,3,3,수학
S1003,김나연,3,3,영어
S1003,김나연,3,3,과학
S1003,김나연,3,3,사회
S1003,김나연,3,4,국어
S1003,김나연,3,4,수학
S1003,김나연,3,4,영어
S1003,김나연,3,4,과학
S1003,김나연,3,4,사회
S1003,김나연,4,1,국어
S1003,김나연,4,1,수학
S1003,김나연,4,1,영어
S1003,김나연,4,1,과학
S1003,김나연,4,1,사회
S1003,김나연,4,2,국어
S1003,김나연,4,2,수학
S1003,김나연,4,2,영어
S1003,김나연,4,2,과학
S1003,김나연,4,2,사회
S1003,김나연,4,3,국어
S1003,김나연,4,3,수학
S1003,김나연,4,3,영어
S1003,김나연,4,3,과학
S1003,김나연,4,3,사회
S1003,김나연,4,4,국어
S1003,김나연,4,4,수학
S1003,김나연,4,4,영어
S1003,김나연,4,4,과학
S1003,김나연,4,4,사회
S1003,김나연,5,1,국어
S1003,김나연,5,1,수학
S1003,김나연,5,1,영어
S1003,김나연,5,1,과학
S1003,김나연,5,1,사회
S1003,김나연,5,2,국어
S1003,김나연,5,2,수학
S1003,김나연,5,2,영어
S1003,김나연,5,2,과학
S1003,김나연,5,2,사회
S1003,김나연,5,3,국어
S1003,김나연,5,3,수학
S1003,김나연,5,3,영어
S1003,김나연,5,3,과학
S1003,김나연,5,3,사회
S1003,김나연,5,4,국어
S1003,김나연,5,4,수학
S1003,김나연,5,4,영어
S1003,김나연,5,4,과학
S1003,김나연,5,4,사회
S1003,김나연,6,1,국어
S1003,김나연,6,1,수학
S1003,김나연,6,1,영어
S1003,김나연,6,1,과학
S1003,김나연,6,1,사회
S1003,김나연,6,2,국어
S1003,김나연,6,2,수학
S1003,김나연,6,2,영어
S1003,김나연,6,2,과학
S1003,김나연,6,2,사회
S1003,김나연,6,3,국어
S1003,김나연,6,3,수학
S1003,김나연,6,3,영어
S1003,김나연,6,3,과학
S1003,김나연,6,3,사회
S1003,김나연,6,4,국어
S1003,김나연,6,4,수학
S1003,김나연,6,4,영어
S1003,김나연,6,4,과학
S1003,김나연,6,4,사회
S1004,홍승연,1,1,국어
S1004,홍승연,1,1,수학
S1004,홍승연,1,1,영어
S1004,홍승연,1,1,과학
S1004,홍승연,1,1,사회
S1004,홍승연,1,2,국어
S1004,홍승연,1,2,수학
S1004,홍승연,1,2,영어
S1004,홍승연,1,2,과학
S1004,홍승연,1,2,사회
S1004,홍승연,1,3,국어
S1004,홍승연,1,3,수학
S1004,홍승연,1,3,영어
S1004,홍승연,1,3,과학
S1004,홍승연,1,3,사회
S1004,홍승연,1,4,국어
S1004,홍승연,1,4,수학
S1004,홍승연,1,4,영어
